tanggal,tahun,bulan,h2_ppb,ch4_ppb,co2_ppm,co_ppb,delta_h2,target_h2_delta,delta_co,delta_ch4,delta_co2,rasio_h2_co,h2_lag1,h2_lag2,sin_bulan,cos_bulan
2018-03-01,2018,3,564.16,1910.14,402.4,135.85,-2.8700000000000045,-2.8700000000000045,-25.539999999999992,-21.20999999999981,-0.7600000000000477,0.11237274862960084,567.03,561.79,1.0,6.123233995736766e-17
2018-04-01,2018,4,562.09,1895.82,400.95,121.62,-2.0699999999999363,-2.0699999999999363,-14.22999999999999,-14.320000000000164,-1.4499999999999886,0.14546732255797173,564.16,567.03,0.8660254037844387,-0.4999999999999998
2018-05-01,2018,5,559.46,1890.63,401.93,117.56,-2.6299999999999955,-2.6299999999999955,-4.060000000000002,-5.189999999999827,0.9800000000000182,0.6477832512315256,562.09,564.16,0.49999999999999994,-0.8660254037844387
2018-06-01,2018,6,552.55,1857.4,401.58,90.11,-6.910000000000082,-6.910000000000082,-27.450000000000003,-33.23000000000002,-0.35000000000002274,0.25173041894353665,559.46,562.09,1.2246467991473532e-16,-1.0
2018-07-01,2018,7,549.82,1843.92,401.17,71.54,-2.7299999999999045,-2.7299999999999045,-18.569999999999993,-13.480000000000018,-0.40999999999996817,0.147011308562192,552.55,559.46,-0.4999999999999997,-0.8660254037844388
2018-08-01,2018,8,555.43,1853.45,402.49,103.43,5.6099999999999,5.6099999999999,31.89,9.529999999999973,1.3199999999999932,0.17591721542803074,549.82,552.55,-0.8660254037844385,-0.5000000000000004
2018-09-01,2018,9,562.93,1882.01,402.78,156.18,7.5,7.5,52.75,28.559999999999945,0.2899999999999636,0.14218009478672985,555.43,549.82,-1.0,-1.8369701987210297e-16
2018-10-01,2018,10,565.06,1900.08,403.55,157.91,2.1299999999999955,2.1299999999999955,1.7299999999999898,18.069999999999936,0.7700000000000387,1.2312138728323745,562.93,555.43,-0.8660254037844386,0.5000000000000001
2018-11-01,2018,11,560.04,1904.24,403.23,117.21,-5.019999999999982,-5.019999999999982,-40.7,4.160000000000082,-0.3199999999999932,0.12334152334152289,565.06,562.93,-0.5000000000000004,0.8660254037844384
2018-12-01,2018,12,555.66,1912.11,402.94,100.84,-4.3799999999999955,-4.3799999999999955,-16.36999999999999,7.869999999999891,-0.29000000000002046,0.2675626145387904,560.04,565.06,-2.4492935982947064e-16,1.0
2019-01-01,2019,1,555.82,1912.33,405.56,123.08,0.16000000000008185,0.16000000000008185,22.239999999999995,0.22000000000002728,2.6200000000000045,0.007194244604320229,555.66,560.04,0.49999999999999994,0.8660254037844387
2019-02-01,2019,2,563.45,1911.8,407.23,142.48,7.6299999999999955,7.6299999999999955,19.39999999999999,-0.5299999999999727,1.670000000000016,0.3932989690721649,555.82,555.66,0.8660254037844386,0.5000000000000001
2019-03-01,2019,3,571.91,1902.56,407.09,137.79,8.459999999999923,8.459999999999923,-4.689999999999998,-9.240000000000009,-0.1400000000000432,-1.8038379530916688,563.45,555.82,1.0,6.123233995736766e-17
2019-04-01,2019,4,569.6,1895.07,406.04,133.22,-2.3099999999999454,-2.3099999999999454,-4.569999999999993,-7.490000000000009,-1.0499999999999545,0.5054704595185884,571.91,563.45,0.8660254037844387,-0.4999999999999998
2019-05-01,2019,5,558.58,1898.94,407.5,133.45,-11.019999999999982,-11.019999999999982,0.22999999999998977,3.8700000000001182,1.4599999999999795,-47.91304347826292,569.6,571.91,0.49999999999999994,-0.8660254037844387
2019-06-01,2019,6,553.38,1888.63,407.91,121.31,-5.2000000000000455,-5.2000000000000455,-12.139999999999986,-10.309999999999945,0.410000000000025,0.4283360790774342,558.58,569.6,1.2246467991473532e-16,-1.0
2019-07-01,2019,7,554.68,1878.74,405.11,117.89,1.2999999999999545,1.2999999999999545,-3.4200000000000017,-9.8900000000001,-2.8000000000000114,-0.380116959064314,553.38,558.58,-0.4999999999999997,-0.8660254037844388
2019-08-01,2019,8,562.47,1886.37,403.41,141.39,7.790000000000077,7.790000000000077,23.499999999999986,7.629999999999882,-1.6999999999999886,0.33148936170213117,554.68,553.38,-0.8660254037844385,-0.5000000000000004
